lossy_count memory usage (k=1000)
\begin{tabular}{lllrrr}
\hline
 Word                & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
 holy                & False       & 14           &       8 &         133848 &        960 \\
 friar               & False       & 44           &       8 &         133880 &        960 \\
 lady’s              & True        & 9            &       8 &         133968 &        961 \\
 lord                & False       & 14           &       8 &         133968 &        961 \\
 where’s             & False       & 10           &       8 &         133968 &        961 \\
 romeo               & False       & 236          &       8 &         133968 &        961 \\
 friar               & False       & 45           &       8 &         133968 &        961 \\
 lawrence            & False       & 34           &       8 &         134000 &        961 \\
 ground              & False       & 10           &       8 &         134000 &        961 \\
 tears               & False       & 11           &       8 &         134000 &        961 \\
 made                & False       & 20           &       8 &         134000 &        961 \\
 drunk               & True        & 9            &       8 &         134056 &        962 \\
 nurse               & False       & 97           &       8 &         134024 &        962 \\
 even                & False       & 10           &       8 &         134024 &        962 \\
 mistress’           & True        & 9            &       8 &         134120 &        963 \\
 case                & True        & 9            &       8 &         134176 &        964 \\
 case                & False       & 10           &       8 &         134176 &        964 \\
 woeful              & True        & 9            &       8 &         134232 &        965 \\
 sympathy            & True        & 9            &       8 &         134296 &        966 \\
 piteous             & False       & 10           &       8 &         134296 &        966 \\
 predicament         & True        & 9            &       8 &         134360 &        967 \\
 even                & False       & 11           &       8 &         134360 &        967 \\
 lies                & False       & 12           &       8 &         134360 &        967 \\
 blubbering          & True        & 9            &       8 &         134424 &        968 \\
 weeping             & False       & 10           &       8 &         134424 &        968 \\
 weeping             & False       & 11           &       8 &         134424 &        968 \\
 blubbering          & False       & 10           &       8 &         134424 &        968 \\
 stand               & False       & 16           &       8 &         134424 &        968 \\
 stand               & False       & 17           &       8 &         134424 &        968 \\
 stand               & False       & 18           &       8 &         134424 &        968 \\
 man                 & False       & 43           &       8 &         134424 &        968 \\
 juliet’s            & False       & 10           &       8 &         134424 &        968 \\
 sake                & True        & 9            &       8 &         134480 &        969 \\
 sake                & False       & 10           &       8 &         134480 &        969 \\
 rise                & True        & 9            &       8 &         134536 &        970 \\
 stand               & False       & 19           &       8 &         134536 &        970 \\
 fall                & False       & 13           &       8 &         134536 &        970 \\
 deep                & False       & 9            &       8 &         134536 &        970 \\
 romeo               & False       & 237          &       8 &         134536 &        970 \\
 nurse               & False       & 98           &       8 &         134568 &        970 \\
 nurse               & False       & 99           &       8 &         134568 &        970 \\
 ah                  & False       & 12           &       8 &         134568 &        970 \\
 sir                 & False       & 33           &       8 &         134568 &        970 \\
 ah                  & False       & 13           &       8 &         134568 &        970 \\
 sir                 & False       & 34           &       8 &         134568 &        970 \\
 death’s             & True        & 9            &       8 &         134656 &        971 \\
 end                 & False       & 12           &       8 &         134656 &        971 \\
 romeo               & False       & 238          &       8 &         134656 &        971 \\
 spakest             & True        & 9            &       8 &         134712 &        972 \\
 thou                & False       & 172          &       8 &         134712 &        972 \\
 juliet              & False       & 94           &       8 &         134712 &        972 \\
 doth                & False       & 26           &       8 &         134744 &        972 \\
 think               & False       & 13           &       8 &         134744 &        972 \\
 old                 & False       & 24           &       8 &         134744 &        972 \\
 murderer            & False       & 9            &       8 &         134744 &        972 \\
 stain’d             & False       & 9            &       8 &         134744 &        972 \\
 childhood           & True        & 9            &       8 &         134808 &        973 \\
 joy                 & False       & 11           &       8 &         134808 &        973 \\
 blood               & False       & 18           &       8 &         134808 &        973 \\
 remov’d             & True        & 9            &       8 &         134896 &        974 \\
 little              & False       & 12           &       8 &         134896 &        974 \\
 doth                & False       & 27           &       8 &         134864 &        974 \\
 says                & False       & 13           &       8 &         134864 &        974 \\
 conceal’d           & True        & 9            &       8 &         134960 &        975 \\
 lady                & False       & 50           &       8 &         134960 &        975 \\
 cancell’d           & True        & 9            &       8 &         135056 &        976 \\
 love                & False       & 98           &       8 &         135056 &        976 \\
 nurse               & False       & 100          &       8 &         135056 &        976 \\
 says                & False       & 14           &       8 &         135056 &        976 \\
 nothing             & False       & 10           &       8 &         135056 &        976 \\
 sir                 & False       & 35           &       8 &         135056 &        976 \\
 weeps               & True        & 9            &       8 &         135112 &        977 \\
 weeps               & False       & 10           &       8 &         135112 &        977 \\
 falls               & False       & 9            &       8 &         135112 &        977 \\
 bed                 & False       & 11           &       8 &         135112 &        977 \\
 starts              & True        & 9            &       8 &         135168 &        978 \\
 tybalt              & False       & 57           &       8 &         135168 &        978 \\
 calls               & False       & 10           &       8 &         135168 &        978 \\
 romeo               & False       & 239          &       8 &         135168 &        978 \\
 cries               & False       & 9            &       8 &         135168 &        978 \\
 falls               & False       & 10           &       8 &         135168 &        978 \\
 romeo               & False       & 240          &       8 &         135168 &        978 \\
 name                & False       & 25           &       8 &         135168 &        978 \\
 shot                & True        & 9            &       8 &         135224 &        979 \\
 deadly              & False       & 10           &       8 &         135224 &        979 \\
 level               & True        & 9            &       8 &         135280 &        980 \\
 gun                 & True        & 9            &       8 &         135336 &        981 \\
 murder              & True        & 9            &       8 &         135392 &        982 \\
 name’s              & True        & 9            &       8 &         135480 &        983 \\
 cursed              & True        & 9            &       8 &         135536 &        984 \\
 hand                & False       & 19           &       8 &         135536 &        984 \\
 murder’d            & False       & 10           &       8 &         135536 &        984 \\
 kinsman             & False       & 11           &       8 &         135536 &        984 \\
 tell                & False       & 29           &       8 &         135504 &        984 \\
 friar               & False       & 46           &       8 &         135504 &        984 \\
 tell                & False       & 30           &       8 &         135536 &        984 \\
 vile                & False       & 12           &       8 &         135536 &        984 \\
 part                & False       & 17           &       8 &         135536 &        984 \\
 anatomy             & True        & 9            &       8 &         135592 &        985 \\
 doth                & False       & 28           &       8 &         135624 &        985 \\
 name                & False       & 26           &       8 &         135656 &        985 \\
 lodge               & True        & 9            &       8 &         135712 &        986 \\
 tell                & False       & 31           &       8 &         135680 &        986 \\
 may                 & False       & 28           &       8 &         135680 &        986 \\
 sack                & True        & 9            &       8 &         135736 &        987 \\
 hateful             & True        & 9            &       8 &         135792 &        988 \\
 mansion             & False       & 9            &       8 &         135792 &        988 \\
 drawing             & False       & 9            &       8 &         135792 &        988 \\
 sword               & False       & 9            &       8 &         135792 &        988 \\
 friar               & False       & 47           &       8 &         135792 &        988 \\
 lawrence            & False       & 35           &       8 &         135760 &        988 \\
 hold                & False       & 9            &       8 &         135760 &        988 \\
 thy                 & False       & 86           &       8 &         135760 &        988 \\
 desperate           & True        & 9            &       8 &         135824 &        989 \\
 hand                & False       & 20           &       8 &         135824 &        989 \\
 art                 & False       & 37           &       8 &         135856 &        989 \\
 thou                & False       & 173          &       8 &         135856 &        989 \\
 man                 & False       & 44           &       8 &         135888 &        989 \\
 thy                 & False       & 87           &       8 &         135888 &        989 \\
 form                & True        & 9            &       8 &         135944 &        990 \\
 cries               & False       & 10           &       8 &         135944 &        990 \\
 thou                & False       & 174          &       8 &         135944 &        990 \\
 art                 & False       & 38           &       8 &         135912 &        990 \\
 thy                 & False       & 88           &       8 &         135912 &        990 \\
 tears               & False       & 12           &       8 &         135912 &        990 \\
 womanish            & True        & 9            &       8 &         135976 &        991 \\
 thy                 & False       & 89           &       8 &         135976 &        991 \\
 wild                & True        & 9            &       8 &         136032 &        992 \\
 acts                & True        & 9            &       8 &         136088 &        993 \\
 denote              & True        & 9            &       8 &         136144 &        994 \\
 unreasonable        & True        & 9            &       8 &         136208 &        995 \\
 fury                & False       & 9            &       8 &         136208 &        995 \\
 beast               & False       & 10           &       8 &         136208 &        995 \\
 unseemly            & True        & 9            &       8 &         136272 &        996 \\
 woman               & True        & 9            &       8 &         136328 &        997 \\
 seeming             & True        & 9            &       8 &         136384 &        998 \\
 man                 & False       & 45           &       8 &         136384 &        998 \\
 illbeseeming        & True        & 9            &       8 &         136448 &        999 \\
 beast               & False       & 11           &       8 &         136448 &        999 \\
 seeming             & False       & 10           &       8 &         136448 &        999 \\
 thou                & False       & 175          &       8 &         136448 &        999 \\
 hast                & False       & 19           &       8 &         136448 &        999 \\
 amaz’d              & False       & 9            &       8 &         136448 &        999 \\
 holy                & False       & 15           &       8 &         136448 &        999 \\
 order               & True        & 9            &       8 &         136504 &       1000 \\
 thought             & False       & 10           &       8 &         136504 &       1000 \\
 thy                 & False       & 90           &       8 &         136504 &       1000 \\
 disposition         & True        & 9            &       8 &         136568 &       1001 \\
 better              & False       & 11           &       8 &         136568 &       1001 \\
 temper’d            & True        & 9            &       8 &         136664 &       1002 \\
 hast                & False       & 20           &       8 &         136664 &       1002 \\
 thou                & False       & 176          &       8 &         136664 &       1002 \\
 slain               & False       & 19           &       8 &         136664 &       1002 \\
 tybalt              & False       & 58           &       8 &         136664 &       1002 \\
 wilt                & False       & 21           &       8 &         136664 &       1002 \\
 thou                & False       & 177          &       8 &         136664 &       1002 \\
 slay                & False       & 9            &       8 &         136664 &       1002 \\
 thyself             & False       & 10           &       8 &         136664 &       1002 \\
 slay                & False       & 10           &       8 &         136664 &       1002 \\
 thy                 & False       & 91           &       8 &         136664 &       1002 \\
 lady                & False       & 51           &       8 &         136664 &       1002 \\
 thy                 & False       & 92           &       8 &         136664 &       1002 \\
 life                & False       & 12           &       8 &         136664 &       1002 \\
 lives               & False       & 12           &       8 &         136664 &       1002 \\
 damned              & False       & 12           &       8 &         136664 &       1002 \\
 hate                & True        & 9            &       8 &         136720 &       1003 \\
 upon                & False       & 24           &       8 &         136720 &       1003 \\
 thyself             & False       & 11           &       8 &         136720 &       1003 \\
 rail’st             & True        & 9            &       8 &         136808 &       1004 \\
 thou                & False       & 178          &       8 &         136808 &       1004 \\
 thy                 & False       & 93           &       8 &         136808 &       1004 \\
 birth               & True        & 9            &       8 &         136864 &       1005 \\
 heaven              & False       & 15           &       8 &         136864 &       1005 \\
 earth               & False       & 13           &       8 &         136864 &       1005 \\
 since               & True        & 9            &       8 &         136920 &       1006 \\
 birth               & False       & 10           &       8 &         136920 &       1006 \\
 heaven              & False       & 16           &       8 &         136920 &       1006 \\
 earth               & False       & 14           &       8 &         136920 &       1006 \\
 three               & True        & 9            &       8 &         136976 &       1007 \\
 meet                & False       & 9            &       8 &         136976 &       1007 \\
 thee                & False       & 68           &       8 &         136976 &       1007 \\
 thou                & False       & 179          &       8 &         136976 &       1007 \\
 wouldst             & False       & 9            &       8 &         136976 &       1007 \\
 lose                & False       & 9            &       8 &         136976 &       1007 \\
 fie                 & True        & 9            &       8 &         137032 &       1008 \\
 fie                 & False       & 10           &       8 &         137032 &       1008 \\
 thou                & False       & 180          &       8 &         137032 &       1008 \\
 sham’st             & True        & 9            &       8 &         137120 &       1009 \\
 thy                 & False       & 94           &       8 &         137088 &       1009 \\
 shape               & True        & 9            &       8 &         137144 &       1010 \\
 thy                 & False       & 95           &       8 &         137176 &       1010 \\
 love                & False       & 99           &       8 &         137176 &       1010 \\
 thy                 & False       & 96           &       8 &         137176 &       1010 \\
 wit                 & False       & 9            &       8 &         137176 &       1010 \\
 like                & False       & 26           &       8 &         137176 &       1010 \\
 usurer              & True        & 9            &       8 &         137232 &       1011 \\
 abound’st           & True        & 9            &       8 &         137328 &       1012 \\
 usest               & True        & 9            &       8 &         137384 &       1013 \\
 none                & False       & 11           &       8 &         137384 &       1013 \\
 true                & False       & 17           &       8 &         137384 &       1013 \\
 use                 & False       & 13           &       8 &         137384 &       1013 \\
 indeed              & True        & 9            &       8 &         137440 &       1014 \\
 bedeck              & True        & 9            &       8 &         137496 &       1015 \\
 thy                 & False       & 97           &       8 &         137496 &       1015 \\
 shape               & False       & 10           &       8 &         137496 &       1015 \\
 thy                 & False       & 98           &       8 &         137496 &       1015 \\
 love                & False       & 100          &       8 &         137464 &       1015 \\
 thy                 & False       & 99           &       8 &         137464 &       1015 \\
 wit                 & False       & 10           &       8 &         137464 &       1015 \\
 thy                 & False       & 100          &       8 &         137432 &       1015 \\
 noble               & False       & 9            &       8 &         137432 &       1015 \\
 shape               & False       & 11           &       8 &         137432 &       1015 \\
 form                & False       & 10           &       8 &         137432 &       1015 \\
 wax                 & True        & 9            &       8 &         137488 &       1016 \\
 digressing          & True        & 9            &       8 &         137552 &       1017 \\
 valour              & True        & 9            &       8 &         137608 &       1018 \\
 man                 & False       & 46           &       8 &         137608 &       1018 \\
 thy                 & False       & 101          &       9 &         116080 &        669 \\
 dear                & False       & 24           &       9 &         116080 &        669 \\
 love                & False       & 101          &       9 &         116080 &        669 \\
 sworn               & True        & 10           &       9 &         116136 &        670 \\
 hollow              & True        & 10           &       9 &         116192 &        671 \\
 perjury             & True        & 10           &       9 &         116248 &        672 \\
 killing             & True        & 10           &       9 &         116304 &        673 \\
 love                & False       & 102          &       9 &         116336 &        673 \\
 thou                & False       & 181          &       9 &         116336 &        673 \\
 hast                & False       & 21           &       9 &         116336 &        673 \\
 vow’d               & True        & 10           &       9 &         116424 &        674 \\
 cherish             & True        & 10           &       9 &         116480 &        675 \\
 thy                 & False       & 102          &       9 &         116448 &        675 \\
 wit                 & False       & 11           &       9 &         116448 &        675 \\
 ornament            & True        & 10           &       9 &         116512 &        676 \\
 shape               & False       & 12           &       9 &         116512 &        676 \\
 love                & False       & 103          &       9 &         116544 &        676 \\
 misshapen           & True        & 10           &       9 &         116608 &        677 \\
 conduct             & True        & 10           &       9 &         116664 &        678 \\
 like                & False       & 27           &       9 &         116664 &        678 \\
 powder              & True        & 10           &       9 &         116720 &        679 \\
 skilless            & True        & 10           &       9 &         116784 &        680 \\
 soldier’s           & True        & 10           &       9 &         116880 &        681 \\
 flask               & True        & 10           &       9 &         116936 &        682 \\
 set                 & True        & 10           &       9 &         116992 &        683 \\
 afire               & True        & 10           &       9 &         117048 &        684 \\
 thine               & False       & 10           &       9 &         117048 &        684 \\
 ignorance           & True        & 10           &       9 &         117112 &        685 \\
 thou                & False       & 182          &       9 &         117112 &        685 \\
 dismember’d         & True        & 10           &       9 &         117208 &        686 \\
 thine               & False       & 11           &       9 &         117208 &        686 \\
 defence             & True        & 10           &       9 &         117264 &        687 \\
 rouse               & True        & 10           &       9 &         117320 &        688 \\
 thee                & False       & 69           &       9 &         117320 &        688 \\
 man                 & False       & 47           &       9 &         117288 &        688 \\
 thy                 & False       & 103          &       9 &         117256 &        688 \\
 juliet              & False       & 95           &       9 &         117256 &        688 \\
 alive               & True        & 10           &       9 &         117312 &        689 \\
 whose               & False       & 11           &       9 &         117312 &        689 \\
 dear                & False       & 25           &       9 &         117312 &        689 \\
 sake                & False       & 11           &       9 &         117312 &        689 \\
 thou                & False       & 183          &       9 &         117312 &        689 \\
 wast                & True        & 10           &       9 &         117368 &        690 \\
 lately              & True        & 10           &       9 &         117424 &        691 \\
 dead                & False       & 19           &       9 &         117424 &        691 \\
 art                 & False       & 39           &       9 &         117424 &        691 \\
 thou                & False       & 184          &       9 &         117424 &        691 \\
 happy               & True        & 10           &       9 &         117480 &        692 \\
 tybalt              & False       & 59           &       9 &         117480 &        692 \\
 would               & False       & 37           &       9 &         117512 &        692 \\
 kill                & False       & 12           &       9 &         117512 &        692 \\
 thee                & False       & 70           &       9 &         117512 &        692 \\
 thou                & False       & 185          &       9 &         117512 &        692 \\
 slew’st             & True        & 10           &       9 &         117600 &        693 \\
 tybalt              & False       & 60           &       9 &         117568 &        693 \\
 art                 & False       & 40           &       9 &         117568 &        693 \\
 thou                & False       & 186          &       9 &         117568 &        693 \\
 happy               & False       & 11           &       9 &         117568 &        693 \\
 law                 & False       & 11           &       9 &         117568 &        693 \\
 threaten’d          & True        & 10           &       9 &         117664 &        694 \\
 death               & False       & 28           &       9 &         117664 &        694 \\
 becomes             & True        & 10           &       9 &         117720 &        695 \\
 thy                 & False       & 104          &       9 &         117752 &        695 \\
 friend              & False       & 12           &       9 &         117752 &        695 \\
 turns               & True        & 10           &       9 &         117808 &        696 \\
 exile               & False       & 12           &       9 &         117808 &        696 \\
 art                 & False       & 41           &       9 &         117840 &        696 \\
 thou                & False       & 187          &       9 &         117840 &        696 \\
 happy               & False       & 12           &       9 &         117840 &        696 \\
 pack                & True        & 10           &       9 &         117896 &        697 \\
 blessings           & True        & 10           &       9 &         117960 &        698 \\
 light               & False       & 17           &       9 &         117960 &        698 \\
 upon                & False       & 25           &       9 &         117960 &        698 \\
 thy                 & False       & 105          &       9 &         117960 &        698 \\
 back                & False       & 21           &       9 &         117960 &        698 \\
 happiness           & True        & 10           &       9 &         118024 &        699 \\
 courts              & True        & 10           &       9 &         118080 &        700 \\
 thee                & False       & 71           &       9 &         118080 &        700 \\
 best                & False       & 11           &       9 &         118080 &        700 \\
 array               & True        & 10           &       9 &         118136 &        701 \\
 like                & False       & 28           &       9 &         118104 &        701 \\
 misshaped           & True        & 10           &       9 &         118168 &        702 \\
 sullen              & True        & 10           &       9 &         118224 &        703 \\
 wench               & True        & 10           &       9 &         118280 &        704 \\
 thou                & False       & 188          &       9 &         118280 &        704 \\
 putt’st             & True        & 10           &       9 &         118368 &        705 \\
 thy                 & False       & 106          &       9 &         118368 &        705 \\
 fortune             & True        & 10           &       9 &         118424 &        706 \\
 thy                 & False       & 107          &       9 &         118424 &        706 \\
 love                & False       & 104          &       9 &         118424 &        706 \\
 take                & False       & 25           &       9 &         118424 &        706 \\
 heed                & True        & 10           &       9 &         118480 &        707 \\
 take                & False       & 26           &       9 &         118480 &        707 \\
 heed                & False       & 11           &       9 &         118480 &        707 \\
 die                 & False       & 11           &       9 &         118480 &        707 \\
 miserable           & True        & 10           &       9 &         118544 &        708 \\
 go                  & False       & 30           &       9 &         118544 &        708 \\
 get                 & True        & 10           &       9 &         118600 &        709 \\
 thee                & False       & 72           &       9 &         118600 &        709 \\
 thy                 & False       & 108          &       9 &         118600 &        709 \\
 love                & False       & 105          &       9 &         118600 &        709 \\
 decreed             & True        & 10           &       9 &         118656 &        710 \\
 ascend              & True        & 10           &       9 &         118712 &        711 \\
 chamber             & False       & 10           &       9 &         118712 &        711 \\
 hence               & False       & 15           &       9 &         118712 &        711 \\
 comfort             & False       & 12           &       9 &         118712 &        711 \\
 look                & False       & 13           &       9 &         118712 &        711 \\
 thou                & False       & 189          &       9 &         118712 &        711 \\
 stay                & False       & 14           &       9 &         118712 &        711 \\
 till                & False       & 16           &       9 &         118712 &        711 \\
 watch               & True        & 10           &       9 &         118768 &        712 \\
 set                 & False       & 11           &       9 &         118768 &        712 \\
 thou                & False       & 190          &       9 &         118768 &        712 \\
 canst               & False       & 10           &       9 &         118768 &        712 \\
 pass                & True        & 10           &       9 &         118824 &        713 \\
 mantua              & True        & 10           &       9 &         118880 &        714 \\
 thou                & False       & 191          &       9 &         118880 &        714 \\
 shalt               & False       & 10           &       9 &         118880 &        714 \\
 live                & False       & 11           &       9 &         118880 &        714 \\
 till                & False       & 17           &       9 &         118880 &        714 \\
 find                & False       & 18           &       9 &         118880 &        714 \\
 time                & True        & 10           &       9 &         118936 &        715 \\
 blaze               & True        & 10           &       9 &         118992 &        716 \\
 marriage            & True        & 10           &       9 &         119056 &        717 \\
 reconcile           & True        & 10           &       9 &         119120 &        718 \\
 friends             & False       & 10           &       9 &         119120 &        718 \\
 beg                 & True        & 10           &       9 &         119176 &        719 \\
 pardon              & True        & 10           &       9 &         119232 &        720 \\
 prince              & False       & 23           &       9 &         119232 &        720 \\
 call                & False       & 11           &       9 &         119232 &        720 \\
 thee                & False       & 73           &       9 &         119232 &        720 \\
 back                & False       & 22           &       9 &         119232 &        720 \\
 twenty              & False       & 11           &       9 &         119232 &        720 \\
 hundred             & True        & 10           &       9 &         119288 &        721 \\
 thousand            & False       & 10           &       9 &         119288 &        721 \\
 times               & True        & 10           &       9 &         119344 &        722 \\
 joy                 & False       & 12           &       9 &         119344 &        722 \\
 thou                & False       & 192          &       9 &         119344 &        722 \\
 went’st             & True        & 10           &       9 &         119432 &        723 \\
 forth               & False       & 11           &       9 &         119432 &        723 \\
 lamentation         & False       & 10           &       9 &         119432 &        723 \\
 go                  & False       & 31           &       9 &         119400 &        723 \\
 nurse               & False       & 101          &       9 &         119400 &        723 \\
 commend             & True        & 10           &       9 &         119456 &        724 \\
 thy                 & False       & 109          &       9 &         119456 &        724 \\
 lady                & False       & 52           &       9 &         119456 &        724 \\
 bid                 & False       & 11           &       9 &         119456 &        724 \\
 hasten              & True        & 10           &       9 &         119512 &        725 \\
 house               & False       & 24           &       9 &         119512 &        725 \\
 bed                 & False       & 12           &       9 &         119512 &        725 \\
 heavy               & False       & 10           &       9 &         119512 &        725 \\
 sorrow              & False       & 10           &       9 &         119512 &        725 \\
 makes               & True        & 10           &       9 &         119568 &        726 \\
 apt                 & True        & 10           &       9 &         119624 &        727 \\
 unto                & True        & 10           &       9 &         119680 &        728 \\
 romeo               & False       & 241          &       9 &         119680 &        728 \\
 coming              & True        & 10           &       9 &         119736 &        729 \\
 nurse               & False       & 102          &       9 &         119736 &        729 \\
 lord                & False       & 15           &       9 &         119736 &        729 \\
 could               & False       & 12           &       9 &         119736 &        729 \\
 stay’d              & True        & 10           &       9 &         119824 &        730 \\
 night               & False       & 49           &       9 &         119824 &        730 \\
 hear                & False       & 14           &       9 &         119824 &        730 \\
 good                & False       & 61           &       9 &         119824 &        730 \\
 counsel             & True        & 10           &       9 &         119880 &        731 \\
 learning            & True        & 10           &       9 &         119944 &        732 \\
 lord                & False       & 16           &       9 &         119944 &        732 \\
 i’ll                & False       & 40           &       9 &         119912 &        732 \\
 tell                & False       & 32           &       9 &         119912 &        732 \\
 lady                & False       & 53           &       9 &         119912 &        732 \\
 come                & False       & 62           &       9 &         119944 &        732 \\
 romeo               & False       & 242          &       9 &         119944 &        732 \\
 bid                 & False       & 12           &       9 &         119944 &        732 \\
 sweet               & False       & 26           &       9 &         119944 &        732 \\
 prepare             & True        & 10           &       9 &         120000 &        733 \\
 chide               & False       & 10           &       9 &         120000 &        733 \\
 nurse               & False       & 103          &       9 &         120000 &        733 \\
 sir                 & False       & 36           &       9 &         120000 &        733 \\
 ring                & False       & 10           &       9 &         120000 &        733 \\
 bid                 & False       & 13           &       9 &         120000 &        733 \\
 give                & False       & 20           &       9 &         120000 &        733 \\
 sir                 & False       & 37           &       9 &         120000 &        733 \\
 hie                 & False       & 12           &       9 &         120000 &        733 \\
 make                & False       & 23           &       9 &         120000 &        733 \\
 haste               & False       & 10           &       9 &         120000 &        733 \\
 grows               & True        & 10           &       9 &         120056 &        734 \\
 late                & True        & 10           &       9 &         120112 &        735 \\
 exit                & False       & 14           &       9 &         120112 &        735 \\
 romeo               & False       & 243          &       9 &         120112 &        735 \\
 well                & False       & 34           &       9 &         120112 &        735 \\
 comfort             & False       & 13           &       9 &         120112 &        735 \\
 reviv’d             & True        & 10           &       9 &         120200 &        736 \\
 friar               & False       & 48           &       9 &         120232 &        736 \\
 lawrence            & False       & 36           &       9 &         120232 &        736 \\
 go                  & False       & 32           &       9 &         120232 &        736 \\
 hence               & False       & 16           &       9 &         120232 &        736 \\
 good                & False       & 62           &       9 &         120232 &        736 \\
 night               & False       & 50           &       9 &         120232 &        736 \\
 stands              & True        & 10           &       9 &         120288 &        737 \\
 state               & False       & 10           &       9 &         120288 &        737 \\
 either              & False       & 11           &       9 &         120288 &        737 \\
 gone                & False       & 17           &       9 &         120288 &        737 \\
 watch               & False       & 11           &       9 &         120288 &        737 \\
 set                 & False       & 12           &       9 &         120288 &        737 \\
 break               & False       & 10           &       9 &         120288 &        737 \\
 day                 & False       & 13           &       9 &         120288 &        737 \\
 disguis’d           & True        & 10           &       9 &         120384 &        738 \\
 hence               & False       & 17           &       9 &         120384 &        738 \\
 sojourn             & True        & 10           &       9 &         120440 &        739 \\
 mantua              & False       & 11           &       9 &         120440 &        739 \\
 i’ll                & False       & 41           &       9 &         120440 &        739 \\
 find                & False       & 19           &       9 &         120440 &        739 \\
 man                 & False       & 48           &       9 &         120408 &        739 \\
 shall               & False       & 62           &       9 &         120376 &        739 \\
 signify             & True        & 10           &       9 &         120432 &        740 \\
 time                & False       & 11           &       9 &         120432 &        740 \\
 time                & False       & 12           &       9 &         120432 &        740 \\
 every               & False       & 11           &       9 &         120432 &        740 \\
 good                & False       & 63           &       9 &         120464 &        740 \\
 hap                 & True        & 10           &       9 &         120520 &        741 \\
 chances             & True        & 10           &       9 &         120576 &        742 \\
 give                & False       & 21           &       9 &         120576 &        742 \\
 thy                 & False       & 110          &       9 &         120576 &        742 \\
 hand                & False       & 21           &       9 &         120576 &        742 \\
 ’tis                & False       & 33           &       9 &         120608 &        742 \\
 late                & False       & 11           &       9 &         120608 &        742 \\
 farewell            & False       & 13           &       9 &         120608 &        742 \\
 good                & False       & 64           &       9 &         120608 &        742 \\
 night               & False       & 51           &       9 &         120608 &        742 \\
 romeo               & False       & 244          &       9 &         120608 &        742 \\
 joy                 & False       & 13           &       9 &         120608 &        742 \\
 past                & True        & 10           &       9 &         120664 &        743 \\
 joy                 & False       & 14           &       9 &         120664 &        743 \\
 calls               & False       & 11           &       9 &         120664 &        743 \\
 grief               & True        & 10           &       9 &         120720 &        744 \\
 brief               & True        & 10           &       9 &         120776 &        745 \\
 part                & False       & 18           &       9 &         120776 &        745 \\
 thee                & False       & 74           &       9 &         120776 &        745 \\
 farewell            & False       & 14           &       9 &         120776 &        745 \\
 exeunt              & False       & 21           &       9 &         120776 &        745 \\
 scene               & False       & 41           &       9 &         120744 &        745 \\
 iv                  & True        & 10           &       9 &         120800 &        746 \\
 room                & True        & 10           &       9 &         120856 &        747 \\
 capulet’s           & False       & 20           &       9 &         120856 &        747 \\
 house               & False       & 25           &       9 &         120856 &        747 \\
 enter               & False       & 44           &       9 &         120856 &        747 \\
 capulet             & False       & 56           &       9 &         120856 &        747 \\
 lady                & False       & 54           &       9 &         120856 &        747 \\
 capulet             & False       & 57           &       9 &         120856 &        747 \\
 paris               & False       & 11           &       9 &         120856 &        747 \\
 capulet             & False       & 58           &       9 &         120856 &        747 \\
 things              & True        & 10           &       9 &         120912 &        748 \\
 fallen              & True        & 10           &       9 &         120968 &        749 \\
 sir                 & False       & 38           &       9 &         120968 &        749 \\
 unluckily           & True        & 10           &       9 &         121032 &        750 \\
 time                & False       & 13           &       9 &         121032 &        750 \\
 move                & True        & 10           &       9 &         121088 &        751 \\
 daughter            & True        & 10           &       9 &         121152 &        752 \\
 look                & False       & 14           &       9 &         121152 &        752 \\
 lov’d               & True        & 10           &       9 &         121240 &        753 \\
 kinsman             & False       & 12           &       9 &         121240 &        753 \\
 tybalt              & False       & 61           &       9 &         121240 &        753 \\
 dearly              & True        & 10           &       9 &         121296 &        754 \\
 well                & False       & 35           &       9 &         121264 &        754 \\
 born                & False       & 10           &       9 &         121264 &        754 \\
 die                 & False       & 12           &       9 &         121264 &        754 \\
 ’tis                & False       & 34           &       9 &         121264 &        754 \\
