fixed_prob_counter memory usage
\begin{tabular}{llrl}
\hline
 Current Word             & Current Word Count   &   Memory Usage & \# Distinct Words   \\
 trennen                  & 1                    &         187760 & 1797               \\
 beherzte                 & 0                    &         187760 & 1797               \\
 tybalt                   & 22                   &         187792 & 1797               \\
 umgebracht               & 1                    &         187856 & 1798               \\
 fiel                     & 3                    &         187856 & 1798               \\
 romeo                    & 87                   &         187856 & 1798               \\
 bestürzt                 & 0                    &         187856 & 1798               \\
 entwich                  & 1                    &         187912 & 1799               \\
 rede                     & 0                    &         187912 & 1799               \\
 wahr                     & 3                    &         187912 & 1799               \\
 führt                    & 1                    &         187912 & 1799               \\
 tode                     & 3                    &         187912 & 1799               \\
 gräfin                   & 11                   &         187912 & 1799               \\
 capulet                  & 30                   &         187912 & 1799               \\
 verwandt                 & 1                    &         187912 & 1799               \\
 montagues                & 8                    &         187912 & 1799               \\
 geschlecht               & 0                    &         187912 & 1799               \\
 freundschaft             & 1                    &         187976 & 1800               \\
 spricht                  & 1                    &         187976 & 1800               \\
 falsch                   & 2                    &         187976 & 1800               \\
 verletzt                 & 1                    &         188040 & 1801               \\
 recht                    & 7                    &         188040 & 1801               \\
 fehd                     & 0                    &         188040 & 1801               \\
 erhoben                  & 1                    &         188096 & 1802               \\
 ganzen                   & 3                    &         188096 & 1802               \\
 horden                   & 0                    &         188096 & 1802               \\
 konnten                  & 0                    &         188096 & 1802               \\
 leben                    & 3                    &         188096 & 1802               \\
 morden                   & 1                    &         188152 & 1803               \\
 fleh                     & 0                    &         188152 & 1803               \\
 recht                    & 8                    &         188152 & 1803               \\
 fürst                    & 4                    &         188152 & 1803               \\
 weise                    & 0                    &         188152 & 1803               \\
 ab                       & 12                   &         188152 & 1803               \\
 gib                      & 3                    &         188152 & 1803               \\
 romeo                    & 87                   &         188152 & 1803               \\
 tybalt                   & 22                   &         188152 & 1803               \\
 gab                      & 2                    &         188152 & 1803               \\
 prinz                    & 5                    &         188152 & 1803               \\
 mercutio                 & 35                   &         188152 & 1803               \\
 romeo                    & 88                   &         188152 & 1803               \\
 erschlagen               & 1                    &         188152 & 1803               \\
 wer                      & 12                   &         188152 & 1803               \\
 schuld                   & 2                    &         188152 & 1803               \\
 teuren                   & 1                    &         188208 & 1804               \\
 blutes                   & 1                    &         188264 & 1805               \\
 tragen                   & 2                    &         188264 & 1805               \\
 gräfin                   & 12                   &         188264 & 1805               \\
 montague                 & 12                   &         188264 & 1805               \\
 fürst                    & 5                    &         188264 & 1805               \\
 sohn                     & 5                    &         188264 & 1805               \\
 freund                   & 8                    &         188264 & 1805               \\
 mercutios                & 1                    &         188264 & 1805               \\
 gesetz                   & 0                    &         188264 & 1805               \\
 heimfiel                 & 1                    &         188328 & 1806               \\
 nahm                     & 1                    &         188384 & 1807               \\
 bloß                     & 2                    &         188384 & 1807               \\
 leben                    & 3                    &         188384 & 1807               \\
 tybalts                  & 2                    &         188384 & 1807               \\
 prinz                    & 5                    &         188384 & 1807               \\
 verbrochen               & 0                    &         188384 & 1807               \\
 sei                      & 9                    &         188384 & 1807               \\
 sofort                   & 0                    &         188384 & 1807               \\
 bann                     & 1                    &         188440 & 1808               \\
 gesprochen               & 1                    &         188440 & 1808               \\
 selber                   & 0                    &         188440 & 1808               \\
 trifft                   & 1                    &         188496 & 1809               \\
 ausbruch                 & 0                    &         188496 & 1809               \\
 wut                      & 1                    &         188496 & 1809               \\
 zwiespalt                & 1                    &         188496 & 1809               \\
 fließt                   & 0                    &         188496 & 1809               \\
 eignes                   & 1                    &         188496 & 1809               \\
 blut                     & 2                    &         188496 & 1809               \\
 allein                   & 4                    &         188496 & 1809               \\
 dafür                    & 1                    &         188576 & 1810               \\
 streng                   & 2                    &         188576 & 1810               \\
 büßen                    & 0                    &         188576 & 1810               \\
 verlust                  & 1                    &         188632 & 1811               \\
 ewig                     & 0                    &         188632 & 1811               \\
 verdrießen               & 0                    &         188632 & 1811               \\
 taub                     & 1                    &         188632 & 1811               \\
 jeglicher                & 1                    &         188632 & 1811               \\
 beschönigung             & 0                    &         188632 & 1811               \\
 flehn                    & 1                    &         188688 & 1812               \\
 weinen                   & 0                    &         188688 & 1812               \\
 kauft                    & 0                    &         188688 & 1812               \\
 begnadigung              & 0                    &         188688 & 1812               \\
 drum                     & 4                    &         188688 & 1812               \\
 spart                    & 1                    &         188744 & 1813               \\
 romeo                    & 88                   &         188744 & 1813               \\
 flieh                    & 0                    &         188744 & 1813               \\
 schnell                  & 0                    &         188744 & 1813               \\
 hinnen                   & 0                    &         188744 & 1813               \\
 greift                   & 1                    &         188800 & 1814               \\
 tod                      & 4                    &         188800 & 1814               \\
 entrinnen                & 1                    &         188864 & 1815               \\
 tragt                    & 0                    &         188864 & 1815               \\
 leiche                   & 0                    &         188864 & 1815               \\
 vernehmt                 & 1                    &         188928 & 1816               \\
 wort                     & 8                    &         188928 & 1816               \\
 gnade                    & 1                    &         188984 & 1817               \\
 mörder                   & 2                    &         188984 & 1817               \\
 schont                   & 0                    &         188984 & 1817               \\
 verübt                   & 0                    &         188984 & 1817               \\
 mord                     & 1                    &         189040 & 1818               \\
 ab                       & 12                   &         189040 & 1818               \\
 zweite                   & 1                    &         189096 & 1819               \\
 szene                    & 4                    &         189096 & 1819               \\
 zimmer                   & 2                    &         189096 & 1819               \\
 capulets                 & 8                    &         189096 & 1819               \\
 hause                    & 10                   &         189096 & 1819               \\
 julia                    & 32                   &         189096 & 1819               \\
 tritt                    & 7                    &         189096 & 1819               \\
 julia                    & 33                   &         189096 & 1819               \\
 hinab                    & 2                    &         189096 & 1819               \\
 flammenhufiges           & 0                    &         189096 & 1819               \\
 gespann                  & 2                    &         189096 & 1819               \\
 phöbus                   & 0                    &         189096 & 1819               \\
 wohnung                  & 1                    &         189152 & 1820               \\
 solch                    & 1                    &         189208 & 1821               \\
 wagenlenker              & 1                    &         189272 & 1822               \\
 phaethon                 & 1                    &         189336 & 1823               \\
 jagt                     & 1                    &         189392 & 1824               \\
 gen                      & 1                    &         189392 & 1824               \\
 westen                   & 0                    &         189392 & 1824               \\
 wohl                     & 18                   &         189392 & 1824               \\
 brächte                  & 0                    &         189392 & 1824               \\
 schnell                  & 0                    &         189392 & 1824               \\
 wolkige                  & 0                    &         189392 & 1824               \\
 nacht                    & 18                   &         189360 & 1824               \\
 herauf                   & 1                    &         189416 & 1825               \\
 verbreite                & 0                    &         189416 & 1825               \\
 dichten                  & 1                    &         189472 & 1826               \\
 vorhang                  & 1                    &         189528 & 1827               \\
 nacht                    & 19                   &         189560 & 1827               \\
 liebespflegerin          & 0                    &         189560 & 1827               \\
 auge                     & 3                    &         189560 & 1827               \\
 neubegier                & 1                    &         189624 & 1828               \\
 schließ                  & 0                    &         189624 & 1828               \\
 romeo                    & 88                   &         189624 & 1828               \\
 unbelauscht              & 0                    &         189624 & 1828               \\
 arme                     & 1                    &         189624 & 1828               \\
 schlüpfe                 & 1                    &         189712 & 1829               \\
 verliebten               & 2                    &         189712 & 1829               \\
 gnügt                    & 0                    &         189712 & 1829               \\
 geheimen                 & 1                    &         189776 & 1830               \\
 weihe                    & 1                    &         189832 & 1831               \\
 licht                    & 6                    &         189832 & 1831               \\
 eignen                   & 1                    &         189888 & 1832               \\
 schönheit                & 4                    &         189888 & 1832               \\
 liebe                    & 23                   &         189888 & 1832               \\
 blind                    & 1                    &         189888 & 1832               \\
 stimmt                   & 0                    &         189888 & 1832               \\
 wohl                     & 18                   &         189888 & 1832               \\
 nacht                    & 19                   &         189888 & 1832               \\
 komm                     & 1                    &         189944 & 1833               \\
 ernste                   & 2                    &         189944 & 1833               \\
 nacht                    & 20                   &         189944 & 1833               \\
 züchtig                  & 1                    &         190024 & 1834               \\
 stille                   & 1                    &         190024 & 1834               \\
 frau                     & 8                    &         190024 & 1834               \\
 ganz                     & 3                    &         190024 & 1834               \\
 angetan                  & 1                    &         190080 & 1835               \\
 schwarz                  & 1                    &         190136 & 1836               \\
 lehre                    & 1                    &         190136 & 1836               \\
 spiel                    & 1                    &         190136 & 1836               \\
 reiner                   & 1                    &         190192 & 1837               \\
 jugend                   & 2                    &         190192 & 1837               \\
 blüte                    & 2                    &         190192 & 1837               \\
 pfände                   & 0                    &         190192 & 1837               \\
 setzt                    & 1                    &         190248 & 1838               \\
 gewinnend                & 1                    &         190312 & 1839               \\
 verlieren                & 0                    &         190312 & 1839               \\
 verhülle                 & 1                    &         190400 & 1840               \\
 schwarzen                & 1                    &         190464 & 1841               \\
 mantel                   & 3                    &         190464 & 1841               \\
 wilde                    & 2                    &         190464 & 1841               \\
 blut                     & 2                    &         190464 & 1841               \\
 wangen                   & 3                    &         190464 & 1841               \\
 flattert                 & 1                    &         190528 & 1842               \\
 scheue                   & 1                    &         190584 & 1843               \\
 liebe                    & 23                   &         190584 & 1843               \\
 kühner                   & 0                    &         190584 & 1843               \\
 unschuld                 & 0                    &         190584 & 1843               \\
 sieht                    & 0                    &         190584 & 1843               \\
 innger                   & 0                    &         190584 & 1843               \\
 liebe                    & 24                   &         190552 & 1843               \\
 tun                      & 5                    &         190552 & 1843               \\
 komm                     & 2                    &         190552 & 1843               \\
 nacht                    & 21                   &         190520 & 1843               \\
 komm                     & 2                    &         190520 & 1843               \\
 romeo                    & 88                   &         190520 & 1843               \\
 tag                      & 6                    &         190520 & 1843               \\
 nacht                    & 22                   &         190520 & 1843               \\
 ruhn                     & 1                    &         190576 & 1844               \\
 fittichen                & 0                    &         190576 & 1844               \\
 nacht                    & 22                   &         190576 & 1844               \\
 frischer                 & 0                    &         190576 & 1844               \\
 schnee                   & 0                    &         190576 & 1844               \\
 raben                    & 1                    &         190632 & 1845               \\
 rücken                   & 5                    &         190632 & 1845               \\
 komm                     & 3                    &         190632 & 1845               \\
 milde                    & 1                    &         190688 & 1846               \\
 liebevolle               & 0                    &         190688 & 1846               \\
 nacht                    & 23                   &         190720 & 1846               \\
 komm                     & 4                    &         190720 & 1846               \\
 gib                      & 3                    &         190720 & 1846               \\
 romeo                    & 88                   &         190720 & 1846               \\
 stirbt                   & 3                    &         190720 & 1846               \\
 einst                    & 1                    &         190720 & 1846               \\
 nimm                     & 3                    &         190720 & 1846               \\
 zerteil                  & 1                    &         190776 & 1847               \\
 kleine                   & 3                    &         190776 & 1847               \\
 sterne                   & 1                    &         190832 & 1848               \\
 himmels                  & 0                    &         190832 & 1848               \\
 antlitz                  & 3                    &         190832 & 1848               \\
 verschönen               & 1                    &         190920 & 1849               \\
 welt                     & 3                    &         190920 & 1849               \\
 nacht                    & 24                   &         190888 & 1849               \\
 verliebt                 & 1                    &         190888 & 1849               \\
 niemand                  & 1                    &         190944 & 1850               \\
 mehr                     & 11                   &         190944 & 1850               \\
 eitlen                   & 1                    &         191000 & 1851               \\
 sonne                    & 3                    &         191000 & 1851               \\
 huldigt                  & 1                    &         191056 & 1852               \\
 lieb                     & 10                   &         191056 & 1852               \\
 erworben                 & 0                    &         191056 & 1852               \\
 haus                     & 1                    &         191056 & 1852               \\
 durfte                   & 1                    &         191112 & 1853               \\
 einziehn                 & 0                    &         191112 & 1853               \\
 verkauft                 & 0                    &         191112 & 1853               \\
 übergeben                & 1                    &         191200 & 1854               \\
 tag                      & 7                    &         191200 & 1854               \\
 währt                    & 1                    &         191280 & 1855               \\
 verdrießlich             & 1                    &         191368 & 1856               \\
 lang                     & 4                    &         191368 & 1856               \\
 nacht                    & 24                   &         191368 & 1856               \\
 fest                     & 1                    &         191368 & 1856               \\
 ungeduldgen              & 1                    &         191432 & 1857               \\
 kinde                    & 0                    &         191432 & 1857               \\
 neues                    & 2                    &         191432 & 1857               \\
 kleid                    & 1                    &         191488 & 1858               \\
 tragen                   & 2                    &         191488 & 1858               \\
 durfte                   & 2                    &         191488 & 1858               \\
 wärterin                 & 27                   &         191488 & 1858               \\
 strickleiter             & 0                    &         191488 & 1858               \\
 kommt                    & 16                   &         191520 & 1858               \\
 amme                     & 8                    &         191520 & 1858               \\
 ja                       & 14                   &         191520 & 1858               \\
 bringt                   & 5                    &         191520 & 1858               \\
 bericht                  & 3                    &         191520 & 1858               \\
 zunge                    & 2                    &         191520 & 1858               \\
 romeo                    & 89                   &         191520 & 1858               \\
 beim                     & 0                    &         191520 & 1858               \\
 namen                    & 7                    &         191520 & 1858               \\
 nennt                    & 0                    &         191520 & 1858               \\
 spricht                  & 2                    &         191520 & 1858               \\
 beredt                   & 0                    &         191520 & 1858               \\
 engel                    & 0                    &         191520 & 1858               \\
 amme                     & 9                    &         191520 & 1858               \\
 tritt                    & 7                    &         191520 & 1858               \\
 strickleiter             & 1                    &         191584 & 1859               \\
 amme                     & 10                   &         191584 & 1859               \\
 sag                      & 7                    &         191584 & 1859               \\
 gibts                    & 1                    &         191640 & 1860               \\
 hast                     & 3                    &         191640 & 1860               \\
 stricke                  & 1                    &         191696 & 1861               \\
 romeo                    & 89                   &         191696 & 1861               \\
 hieß                     & 2                    &         191696 & 1861               \\
 holen                    & 1                    &         191752 & 1862               \\
 wärterin                 & 27                   &         191752 & 1862               \\
 ja                       & 15                   &         191720 & 1862               \\
 ja                       & 16                   &         191720 & 1862               \\
 stricke                  & 2                    &         191720 & 1862               \\
 wirft                    & 0                    &         191720 & 1862               \\
 erde                     & 2                    &         191720 & 1862               \\
 julia                    & 33                   &         191720 & 1862               \\
 weh                      & 2                    &         191720 & 1862               \\
 gibts                    & 1                    &         191720 & 1862               \\
 ringst                   & 0                    &         191720 & 1862               \\
 hände                    & 2                    &         191720 & 1862               \\
 wärterin                 & 27                   &         191720 & 1862               \\
 gott                     & 7                    &         191720 & 1862               \\
 erbarm                   & 0                    &         191720 & 1862               \\
 tot                      & 5                    &         191720 & 1862               \\
 tot                      & 5                    &         191720 & 1862               \\
 tot                      & 6                    &         191720 & 1862               \\
 verloren                 & 0                    &         191720 & 1862               \\
 fräulein                 & 9                    &         191720 & 1862               \\
 verloren                 & 0                    &         191720 & 1862               \\
 o                        & 21                   &         191720 & 1862               \\
 weh                      & 2                    &         191720 & 1862               \\
 ermordet                 & 1                    &         191784 & 1863               \\
 tot                      & 6                    &         191784 & 1863               \\
 julia                    & 34                   &         191784 & 1863               \\
 neidisch                 & 0                    &         191784 & 1863               \\
 himmel                   & 1                    &         191840 & 1864               \\
 wärterin                 & 27                   &         191840 & 1864               \\
 ja                       & 17                   &         191872 & 1864               \\
 romeo                    & 90                   &         191872 & 1864               \\
 himmel                   & 2                    &         191872 & 1864               \\
 o                        & 21                   &         191872 & 1864               \\
 romeo                    & 90                   &         191872 & 1864               \\
 wer                      & 12                   &         191872 & 1864               \\
 hätt                     & 2                    &         191872 & 1864               \\
 je                       & 1                    &         191872 & 1864               \\
 gedacht                  & 0                    &         191872 & 1864               \\
 o                        & 22                   &         191872 & 1864               \\
 romeo                    & 90                   &         191872 & 1864               \\
 romeo                    & 90                   &         191872 & 1864               \\
 julia                    & 34                   &         191872 & 1864               \\
 welch                    & 4                    &         191872 & 1864               \\
 teufel                   & 1                    &         191928 & 1865               \\
 folterst                 & 1                    &         191992 & 1866               \\
 grause                   & 0                    &         191992 & 1866               \\
 hölle                    & 1                    &         192072 & 1867               \\
 brüllt                   & 1                    &         192152 & 1868               \\
 qual                     & 1                    &         192208 & 1869               \\
 romeo                    & 91                   &         192208 & 1869               \\
 ermordet                 & 1                    &         192208 & 1869               \\
 sprich                   & 4                    &         192208 & 1869               \\
 sagt                     & 6                    &         192208 & 1869               \\
 ja                       & 18                   &         192176 & 1869               \\
 vergiftet                & 1                    &         192240 & 1870               \\
 laut                     & 2                    &         192240 & 1870               \\
 mehr                     & 12                   &         192240 & 1870               \\
 basilisks                & 0                    &         192240 & 1870               \\
 todbringend              & 0                    &         192240 & 1870               \\
 aug                      & 3                    &         192240 & 1870               \\
 wenns                    & 1                    &         192240 & 1870               \\
 gibt                     & 4                    &         192240 & 1870               \\
 ja                       & 18                   &         192240 & 1870               \\
 auge                     & 4                    &         192240 & 1870               \\
 zwingt                   & 1                    &         192296 & 1871               \\
 ja                       & 19                   &         192328 & 1871               \\
 wortspiel                & 1                    &         192392 & 1872               \\
 wörtern                  & 1                    &         192472 & 1873               \\
 aye                      & 1                    &         192528 & 1874               \\
 ja                       & 20                   &         192528 & 1874               \\
 i                        & 0                    &         192528 & 1874               \\
 eye                      & 0                    &         192528 & 1874               \\
 auge                     & 5                    &         192528 & 1874               \\
 gleich                   & 6                    &         192528 & 1874               \\
 ausgesprochen            & 0                    &         192528 & 1874               \\
 entleibt                 & 2                    &         192528 & 1874               \\
 sag                      & 8                    &         192528 & 1874               \\
 ja                       & 20                   &         192528 & 1874               \\
 sag                      & 9                    &         192528 & 1874               \\
 nein                     & 13                   &         192528 & 1874               \\
 kurzer                   & 1                    &         192584 & 1875               \\
 laut                     & 3                    &         192584 & 1875               \\
 entscheidet              & 1                    &         192648 & 1876               \\
 wonn                     & 0                    &         192648 & 1876               \\
 pein                     & 1                    &         192704 & 1877               \\
 wärterin                 & 28                   &         192704 & 1877               \\
 sah                      & 0                    &         192704 & 1877               \\
 wunde                    & 1                    &         192760 & 1878               \\
 augen                    & 4                    &         192760 & 1878               \\
 sahn                     & 0                    &         192760 & 1878               \\
 behüte                   & 2                    &         192760 & 1878               \\
 gottauf                  & 0                    &         192760 & 1878               \\
 tapfern                  & 1                    &         192816 & 1879               \\
 brust                    & 5                    &         192816 & 1879               \\
 blutge                   & 0                    &         192816 & 1879               \\
 leiche                   & 1                    &         192872 & 1880               \\
 jämmerlich               & 1                    &         192960 & 1881               \\
 blutig                   & 1                    &         193016 & 1882               \\
 bleich                   & 0                    &         193016 & 1882               \\
 bleich                   & 0                    &         193016 & 1882               \\
 asche                    & 1                    &         193072 & 1883               \\
 ganz                     & 4                    &         193072 & 1883               \\
 blut                     & 3                    &         193072 & 1883               \\
 besudelt                 & 0                    &         193072 & 1883               \\
 ganz                     & 5                    &         193072 & 1883               \\
 starres                  & 1                    &         193128 & 1884               \\
 blutde                   & 0                    &         193128 & 1884               \\
 pulsschlag               & 0                    &         193128 & 1884               \\
 hemme                    & 0                    &         193128 & 1884               \\
 sarg                     & 1                    &         193184 & 1885               \\
 empfange                 & 1                    &         193248 & 1886               \\
 romeo                    & 92                   &         193248 & 1886               \\
 wärterin                 & 28                   &         193248 & 1886               \\
 o                        & 22                   &         193248 & 1886               \\
 tybalt                   & 23                   &         193280 & 1886               \\
 tybalt                   & 24                   &         193248 & 1886               \\
 o                        & 22                   &         193248 & 1886               \\
 bester                   & 0                    &         193248 & 1886               \\
 freund                   & 8                    &         193248 & 1886               \\
 leutselger               & 0                    &         193248 & 1886               \\
 tybalt                   & 25                   &         193280 & 1886               \\
 wohlgesinnter            & 1                    &         193344 & 1887               \\
 herr                     & 22                   &         193312 & 1887               \\
 mußt                     & 3                    &         193312 & 1887               \\
 leben                    & 3                    &         193312 & 1887               \\
 tot                      & 7                    &         193312 & 1887               \\
 sehn                     & 3                    &         193312 & 1887               \\
 julia                    & 34                   &         193312 & 1887               \\
 sturm                    & 2                    &         193312 & 1887               \\
 tobt                     & 1                    &         193368 & 1888               \\
 seite                    & 3                    &         193368 & 1888               \\
 romeo                    & 93                   &         193368 & 1888               \\
 erschlagen               & 2                    &         193368 & 1888               \\
 tybalt                   & 25                   &         193368 & 1888               \\
 tot                      & 7                    &         193368 & 1888               \\
 teurer                   & 1                    &         193424 & 1889               \\
 vetter                   & 5                    &         193424 & 1889               \\
 teuerster                & 0                    &         193424 & 1889               \\
 gemahl                   & 2                    &         193424 & 1889               \\
 töne                     & 2                    &         193424 & 1889               \\
 weltgerichts             & 0                    &         193424 & 1889               \\
 posaune                  & 1                    &         193480 & 1890               \\
 wer                      & 12                   &         193480 & 1890               \\
 lebt                     & 5                    &         193480 & 1890               \\
 dahin                    & 3                    &         193480 & 1890               \\
 beiden                   & 2                    &         193480 & 1890               \\
 wärterin                 & 29                   &         193480 & 1890               \\
 dahin                    & 4                    &         193480 & 1890               \\
 tybalt                   & 26                   &         193480 & 1890               \\
 romeo                    & 94                   &         193480 & 1890               \\
 verbannt                 & 1                    &         193544 & 1891               \\
 verbannt                 & 1                    &         193544 & 1891               \\
 romeo                    & 94                   &         193544 & 1891               \\
 erschlug                 & 0                    &         193544 & 1891               \\
 julia                    & 35                   &         193512 & 1891               \\
 gott                     & 8                    &         193512 & 1891               \\
 hand                     & 4                    &         193512 & 1891               \\
 vergoß                   & 0                    &         193512 & 1891               \\
 tybalts                  & 3                    &         193512 & 1891               \\
 blut                     & 4                    &         193512 & 1891               \\
 wärterin                 & 29                   &         193512 & 1891               \\
 tats                     & 0                    &         193512 & 1891               \\
 tats                     & 0                    &         193512 & 1891               \\
 o                        & 23                   &         193544 & 1891               \\
 weh                      & 3                    &         193544 & 1891               \\
 weh                      & 4                    &         193544 & 1891               \\
 tats                     & 0                    &         193544 & 1891               \\
 julia                    & 35                   &         193544 & 1891               \\
 o                        & 23                   &         193544 & 1891               \\
 schlangenherz            & 1                    &         193608 & 1892               \\
 blumen                   & 1                    &         193608 & 1892               \\
 überdeckt                & 0                    &         193608 & 1892               \\
 wohnt                    & 4                    &         193608 & 1892               \\
 schöner                  & 1                    &         193608 & 1892               \\
 höhl                     & 0                    &         193608 & 1892               \\
 drache                   & 0                    &         193608 & 1892               \\
 je                       & 2                    &         193608 & 1892               \\
 holdselger               & 1                    &         193672 & 1893               \\
 wütrich                  & 1                    &         193752 & 1894               \\
 engelgleicher            & 0                    &         193752 & 1894               \\
 unhold                   & 1                    &         193808 & 1895               \\
 ergrimmte                & 0                    &         193808 & 1895               \\
 taube                    & 0                    &         193808 & 1895               \\
 lamm                     & 1                    &         193864 & 1896               \\
 wolfesgier               & 1                    &         193928 & 1897               \\
 verworfne                & 0                    &         193928 & 1897               \\
 art                      & 1                    &         193928 & 1897               \\
 göttlichster             & 1                    &         194016 & 1898               \\
 gestalt                  & 0                    &         194016 & 1898               \\
 rechte                   & 1                    &         194016 & 1898               \\
 gegenteil                & 1                    &         194080 & 1899               \\
 recht                    & 8                    &         194080 & 1899               \\
 scheinest                & 0                    &         194080 & 1899               \\
 verdammter               & 1                    &         194144 & 1900               \\
 heiliger                 & 2                    &         194144 & 1900               \\
 ehrenwerter              & 0                    &         194144 & 1900               \\
 schurkeo                 & 0                    &         194144 & 1900               \\
 natur                    & 0                    &         194144 & 1900               \\
 hattest                  & 0                    &         194144 & 1900               \\
 schaffen                 & 1                    &         194144 & 1900               \\
 hölle                    & 2                    &         194144 & 1900               \\
 holden                   & 3                    &         194144 & 1900               \\
 leibes                   & 0                    &         194144 & 1900               \\
 paradies                 & 0                    &         194144 & 1900               \\
 lustsitz                 & 0                    &         194144 & 1900               \\
 teufel                   & 2                    &         194144 & 1900               \\
 übergabst                & 0                    &         194144 & 1900               \\
 je                       & 2                    &         194144 & 1900               \\
 buch                     & 3                    &         194144 & 1900               \\
 arger                    & 1                    &         194200 & 1901               \\
 dinge                    & 0                    &         194200 & 1901               \\
 voll                     & 2                    &         194200 & 1901               \\
 schön                    & 6                    &         194200 & 1901               \\
 gebunden                 & 0                    &         194200 & 1901               \\
 oh                       & 4                    &         194200 & 1901               \\
 falschheit               & 0                    &         194200 & 1901               \\
 solch                    & 2                    &         194200 & 1901               \\
 herrlichen               & 0                    &         194200 & 1901               \\
 palast                   & 0                    &         194200 & 1901               \\
 bewohnen                 & 0                    &         194200 & 1901               \\
 wärterin                 & 29                   &         194200 & 1901               \\
 glaube                   & 2                    &         194200 & 1901               \\
 treu                     & 3                    &         194200 & 1901               \\
 redlichkeit              & 1                    &         194264 & 1902               \\
 männern                  & 1                    &         194264 & 1902               \\
 mehr                     & 12                   &         194264 & 1902               \\
 meineidig                & 0                    &         194264 & 1902               \\
 falsch                   & 2                    &         194264 & 1902               \\
 lauter                   & 0                    &         194264 & 1902               \\
 schelme                  & 0                    &         194264 & 1902               \\
 lauter                   & 1                    &         194320 & 1903               \\
